Geneid	R4C-rep1	R4C-rep2	R4C-rep3	R4S-rep1	R4S-rep2	R4S-rep3	ROP2-rep1	ROW2-rep1
gene:Solyc07g042917.1	0	0	0	0	0	0	0	0
gene:Solyc07g042915.1	0	0	0	0	0	0	0	0
gene:Solyc07g042913.1	0	0	0	0	0	0	0	0
gene:Solyc07g042910.4	3333	3687	4139	3800	3023	2868	3502	4861
gene:Solyc07g042900.4	1952	1845	2167	1355	1143	1278	1098	1394
gene:Solyc07g042890.3	3431	3727	4755	3287	3101	2877	5365	4860
gene:Solyc07g042880.1	12	34	244	179	2	0	0	0
gene:Solyc07g042850.2	307	331	274	274	259	308	556	516
gene:Solyc07g042840.1	2	2	10	4	2	2	8	2
gene:Solyc07g042830.4	909	976	1059	994	606	438	1550	2058
gene:Solyc07g042820.3	241	248	263	278	240	260	328	389
gene:Solyc07g042810.3	32	27	43	27	34	33	20	45
gene:Solyc07g042800.2	247	267	366	287	308	346	358	430
gene:Solyc07g042770.1	2	4	12	2	6	3	0	0
gene:Solyc07g042760.1	229	238	133	148	207	195	284	543
gene:Solyc07g042750.4	844	922	984	971	934	1046	1421	1684
gene:Solyc07g042740.3	1062	1174	1036	1218	1132	1195	1696	2366
gene:Solyc07g042720.1	0	0	2	0	2	4	0	0
gene:Solyc07g042710.3	751	732	707	907	866	896	1415	1355
gene:Solyc07g042700.4	1462	1662	1476	1569	1510	1505	2012	2662
gene:Solyc07g042690.4	388	365	317	527	309	339	1499	2724
gene:Solyc07g042680.3	4155	4663	5438	3711	3443	3178	7752	4959
gene:Solyc07g042670.1	0	0	0	0	0	0	0	0
gene:Solyc07g042660.1	0	0	0	0	0	0	0	5
gene:Solyc07g042635.1	8	0	4	6	0	0	0	0
gene:Solyc07g042630.4	970	870	984	520	376	310	0	0
gene:Solyc07g042620.4	1925	2070	1913	2207	2139	1946	2470	2151
gene:Solyc07g042610.2	0	0	0	0	2	0	0	0
gene:Solyc07g042600.3	0	0	4	0	6	0	0	0
gene:Solyc07g042597.1	0	0	0	0	0	0	0	0
gene:Solyc07g150134.1	0	0	0	0	0	0	0	0
gene:Solyc07g042590.4	1393	1501	1306	1496	1384	1467	640	1753
gene:Solyc07g042580.3	1711	2317	1693	2975	3338	3470	937	2419
gene:Solyc07g042570.3	3722	3667	2998	2831	3307	3461	3328	3348
gene:Solyc07g042560.4	1018	1124	874	919	1332	1813	438	218
gene:Solyc07g042557.1	0	0	0	0	0	0	0	0
gene:Solyc07g042553.1	0	0	0	0	0	0	0	0
gene:Solyc07g042550.3	1826	2004	4124	1870	1136	910	4350	5314
gene:Solyc07g042520.4	6	8	4	6	6	14	410	434
gene:Solyc07g042515.1	0	0	0	0	0	0	0	0
gene:Solyc07g042510.3	12	18	12	2	10	6	0	0
gene:Solyc07g042500.4	2563	2709	4688	2731	703	530	1166	1497
gene:Solyc07g042497.1	0	0	0	0	0	0	0	0
gene:Solyc07g042493.1	0	0	0	0	0	0	0	0
gene:Solyc07g042490.1	1449	1264	1833	401	456	585	177	168
gene:Solyc07g042480.3	0	0	0	2	4	0	0	0
gene:Solyc07g042470.3	4	0	6	4	0	0	0	6
gene:Solyc07g042465.1	0	0	0	0	0	0	0	0
gene:Solyc07g042460.2	182	321	784	897	24	60	140	119
gene:Solyc07g042450.3	539	683	569	542	478	445	875	510
gene:Solyc07g042440.3	3543	2987	3549	3795	3650	3757	636	425
gene:Solyc07g042430.1	22	20	29	20	22	4	2	16
gene:Solyc07g042420.1	0	0	0	0	0	0	0	0
gene:Solyc07g042410.1	0	0	0	0	0	0	0	0
gene:Solyc07g042400.2	6	16	34	36	2	17	210	70
gene:Solyc07g042390.3	1145	1720	4166	1852	914	960	6847	4515
gene:Solyc07g042380.4	3283	3684	2991	3472	3644	4017	3277	6752
gene:Solyc07g042317.1	0	0	0	2	0	0	0	2
gene:Solyc07g042335.1	0	0	0	0	0	0	0	2
gene:Solyc07g042330.2	254	309	261	216	247	211	299	528
gene:Solyc07g042315.1	3758	4283	3874	3140	3119	3310	1825	2883
gene:Solyc07g042310.1	0	0	0	0	0	0	0	0
gene:Solyc07g042300.1	1043	1068	918	684	816	854	70	60
gene:Solyc07g042295.1	2	6	10	2	2	2	10	10
gene:Solyc07g042290.3	0	0	4	2	6	0	0	7
gene:Solyc07g042280.4	0	0	0	0	0	0	0	0
gene:Solyc07g042270.4	1528	1629	1479	1388	1584	1478	1810	2962
gene:Solyc07g042260.4	868	1020	873	689	692	841	7977	23609
gene:Solyc07g042250.3	9485	10590	8145	14085	14553	13927	7104	5919
gene:Solyc07g042235.1	0	0	0	0	0	0	0	0
gene:Solyc07g042230.1	16	6	14	2	2	2	22	0
gene:Solyc07g042220.2	0	0	0	0	0	0	8	164
gene:Solyc07g042200.1	0	0	0	0	0	0	0	0
gene:Solyc07g042190.3	616	702	794	1130	648	502	3822	1170
gene:Solyc07g042180.4	3086	2962	3913	3187	3114	3418	5660	6752
gene:Solyc07g042170.3	9490	8288	18153	5376	6954	7306	8658	3568
gene:Solyc07g042160.3	494	684	667	735	694	674	687	1585
gene:Solyc07g042150.3	1274	1474	1473	1599	1370	1248	1638	1780
gene:Solyc07g042130.4	489	510	486	318	295	393	356	310
gene:Solyc07g042105.1	0	0	0	0	0	0	0	0
gene:Solyc07g042100.3	0	0	0	8	0	0	146	4
gene:Solyc07g042090.4	7	2	22	0	4	2	4	4
gene:Solyc07g042080.4	1367	1540	1952	1439	1149	1402	1097	568
gene:Solyc07g042030.2	593	610	647	509	533	597	407	886
gene:Solyc07g042025.1	228	251	213	156	204	218	343	333
gene:Solyc07g042020.3	990	1201	1502	1023	824	787	619	853
gene:Solyc07g042010.4	686	1071	911	932	834	869	897	1409
gene:Solyc07g042000.4	585	509	684	633	534	506	1887	1155
gene:Solyc07g041980.3	363	436	445	469	453	490	469	701
gene:Solyc07g041970.4	10368	11593	8572	8808	9346	9799	35326	83510
gene:Solyc07g041960.2	0	0	0	0	0	0	0	0
gene:Solyc07g041940.3	12	26	102	130	0	2	0	0
gene:Solyc07g041930.3	3190	3291	2843	1948	2015	2181	2787	3213
gene:Solyc07g041925.1	37	6	23	19	16	8	4	34
gene:Solyc07g041920.4	266	171	820	813	214	809	5	3110
gene:Solyc07g041900.3	957	964	3362	414	504	1142	1385	718
gene:Solyc07g150133.1	2	6	9	4	4	0	0	2
gene:Solyc07g041890.1	0	0	0	0	0	0	0	0
gene:Solyc07g041880.1	0	0	0	0	0	0	0	0
gene:Solyc07g041870.3	5237	5854	5023	4821	5559	5692	5097	8311
gene:Solyc07g041860.1	0	0	0	0	0	0	0	0
gene:Solyc07g041850.3	0	0	0	0	0	0	0	0
gene:Solyc07g041840.2	9	13	10	7	3	6	16	18
gene:Solyc07g041835.1	29	27	23	13	12	4	71	19
gene:Solyc07g041830.4	691	683	849	964	836	642	2063	1824
gene:Solyc07g041820.3	0	0	2	0	0	0	4	0
gene:Solyc07g041790.1	3	3	0	1	11	11	0	9
gene:Solyc07g041780.3	248	259	246	290	189	185	409	306
gene:Solyc07g041770.1	523	634	472	571	688	809	423	102
gene:Solyc07g041760.3	1948	2586	2332	4085	2107	1238	587	3087
gene:Solyc07g041755.1	0	0	0	0	0	0	0	0
gene:Solyc07g041750.3	1564	1495	2859	949	1033	1022	1346	1569
gene:Solyc07g041740.1	14	2	0	2	0	0	0	0
gene:Solyc07g041730.4	401	333	462	267	287	267	158	134
gene:Solyc07g041720.1	6930	6145	8593	14496	22885	35159	2	0
gene:Solyc07g041687.1	0	0	0	0	0	0	0	0
gene:Solyc07g041683.1	0	0	0	0	1	0	0	0
gene:Solyc07g041680.2	0	0	0	0	0	0	0	0
gene:Solyc07g041665.1	0	0	0	0	0	0	0	0
gene:Solyc07g041660.4	1629	1507	2009	1725	1591	1674	6044	4411
gene:Solyc07g041650.3	0	0	0	0	0	2	0	0
gene:Solyc07g041640.3	2264	2585	2431	2334	2128	2102	253	1003
gene:Solyc07g041555.1	620	707	866	249	675	750	659	898
gene:Solyc07g041550.2	2772	3154	2907	2808	2053	2406	3605	4263
gene:Solyc07g041510.3	2578	3117	3513	2891	2415	2436	2348	4989
gene:Solyc07g041500.3	24	8	24	16	34	10	28	15
gene:Solyc07g041490.3	3701	3974	3776	4961	4421	4177	4083	4031
gene:Solyc07g041470.3	0	0	0	0	0	0	0	0
gene:Solyc07g041465.1	0	0	0	0	0	0	0	0
gene:Solyc07g041460.1	0	0	0	0	0	0	0	0
gene:Solyc07g041440.3	0	0	0	0	0	0	0	0
gene:Solyc07g041430.3	0	0	0	0	0	0	0	0
gene:Solyc07g041365.1	0	0	0	0	0	0	0	0
gene:Solyc07g041360.1	0	0	0	0	0	0	0	0
gene:Solyc07g041350.1	0	0	0	0	0	0	0	0
gene:Solyc07g041340.2	407	405	556	607	431	451	529	1378
gene:Solyc07g041330.3	936	957	852	789	684	756	939	1507
gene:Solyc07g041320.3	0	0	8	4	0	0	0	0
gene:Solyc07g041310.3	12879	14164	9762	10295	10873	10307	11788	12607
gene:Solyc07g041300.2	0	0	0	0	2	2	40	6
gene:Solyc07g041290.3	223	246	204	312	171	204	60	0
gene:Solyc07g041280.4	141	174	196	220	251	333	258	513
gene:Solyc07g041270.1	4	0	0	1	11	0	0	4
gene:Solyc07g041260.3	13	14	6	16	10	6	0	48
gene:Solyc07g041250.1	4	5	9	0	1	7	2	28
gene:Solyc07g041235.1	84	51	58	91	92	100	95	159
gene:Solyc07g041230.3	277	259	200	180	195	242	515	290
gene:Solyc07g041215.1	2	6	5	6	1	8	1	19
gene:Solyc07g041210.3	688	690	630	493	369	444	789	833
gene:Solyc07g041200.3	2376	2349	2514	1937	1711	1602	2835	2517
gene:Solyc07g041190.3	2330	2184	2664	1796	1557	1831	4358	6880
gene:Solyc07g041180.4	325	433	338	469	476	583	220	419
gene:Solyc07g041170.2	0	0	0	0	2	5	0	24
gene:Solyc07g041160.3	1310	1518	1754	1144	1161	1325	1850	2180
gene:Solyc07g041150.4	9046	9517	9282	9686	8525	8734	7422	12814
gene:Solyc07g041100.1	0	0	0	0	0	0	0	0
gene:Solyc07g041090.1	0	0	0	0	0	0	0	0
gene:Solyc07g041080.3	1061	1290	1180	1208	1105	1146	314	56
gene:Solyc07g041070.3	286	234	304	360	282	244	160	554
gene:Solyc07g041035.1	0	0	0	0	0	0	0	0
gene:Solyc07g041030.1	0	0	0	0	0	0	0	0
gene:Solyc07g041027.1	0	0	0	0	0	0	0	0
gene:Solyc07g150132.1	0	0	0	0	0	0	0	0
gene:Solyc07g041020.3	1390	1648	1264	1314	1399	1423	1604	1943
gene:Solyc07g041010.3	266	228	301	314	182	186	1424	659
gene:Solyc07g041000.4	56	61	156	28	17	44	187	283
gene:Solyc07g040990.4	1625	1588	3433	959	779	885	2082	1944
gene:Solyc07g040980.3	2889	3007	3287	2853	2412	2394	4558	6619
gene:Solyc07g040965.1	0	0	0	0	0	0	0	0
gene:Solyc07g040960.1	28121	19812	20656	6846	15314	26814	4811	1879
gene:Solyc07g040950.3	1074	967	1259	1210	848	742	1341	1152
gene:Solyc07g040940.3	1398	1307	1717	1570	1010	1047	2214	2482
gene:Solyc07g040930.1	0	0	0	0	0	0	0	0
gene:Solyc07g040920.2	817	974	875	1048	822	777	1089	1879
gene:Solyc07g040910.3	880	995	943	971	861	908	1418	1553
gene:Solyc07g040905.1	0	0	0	0	0	0	0	0
gene:Solyc07g040900.3	0	0	0	0	0	0	0	0
gene:Solyc07g040890.1	64	36	78	23	12	28	0	2
gene:Solyc07g040880.4	10	2	0	0	0	1	0	0
gene:Solyc07g040860.1	0	0	0	0	0	0	0	0
gene:Solyc07g040855.1	0	0	0	0	0	0	0	0
gene:Solyc07g040850.1	0	0	0	0	0	0	0	0
gene:Solyc07g040810.1	0	0	0	0	0	0	0	0
gene:Solyc07g150131.1	0	0	0	0	0	0	0	0
gene:Solyc07g040780.4	751	841	780	567	490	446	695	643
gene:Solyc07g040770.1	0	0	0	0	0	0	0	0
gene:Solyc07g040750.2	257	329	197	416	238	232	17	52
gene:Solyc07g040740.3	651	741	1081	1064	624	668	575	928
gene:Solyc07g040730.1	788	1025	998	1001	759	688	1264	738
gene:Solyc07g040720.3	3709	3785	4865	3820	3373	2717	4888	5944
gene:Solyc07g040710.3	6	2	16	14	10	0	2	44
gene:Solyc07g040700.3	0	0	2	0	0	0	0	0
gene:Solyc07g040690.3	1039	907	1618	1212	840	838	1129	1572
gene:Solyc07g040680.3	514	531	864	801	390	237	471	942
gene:Solyc07g150130.1	0	0	0	0	0	0	0	0
gene:Solyc07g040663.2	0	0	0	0	0	0	0	0
gene:Solyc07g040661.1	119	140	157	173	93	100	276	276
gene:Solyc07g040660.4	164	162	170	192	121	141	253	388
gene:Solyc07g039660.1	0	0	0	0	0	0	0	0
gene:Solyc07g039650.1	0	0	0	0	0	0	0	0
gene:Solyc07g039615.1	0	0	0	0	0	0	26	31
gene:Solyc07g039610.1	0	0	0	0	0	0	0	0
gene:Solyc07g039580.1	0	0	0	0	0	0	0	0
gene:Solyc07g039570.3	0	4	2	0	0	2	0	27
gene:Solyc07g039550.4	1790	2098	1786	1656	1501	1624	1476	2075
gene:Solyc07g039540.1	0	0	0	0	0	0	0	0
gene:Solyc07g039530.1	1	0	0	3	1	4	2	3
gene:Solyc07g039520.1	0	0	0	0	0	0	0	1
gene:Solyc07g039510.4	872	1015	939	1526	1330	1473	1561	1544
gene:Solyc07g039500.4	1369	1379	1369	1257	1375	1325	1204	1735
gene:Solyc07g039480.1	0	0	0	0	0	0	0	0
gene:Solyc07g039470.1	0	0	0	0	0	0	0	0
gene:Solyc07g039455.1	0	0	0	0	0	0	0	0
gene:Solyc07g039450.3	1838	2017	1722	1589	1554	1368	1803	2114
gene:Solyc07g039440.1	0	0	0	0	0	0	0	0
gene:Solyc07g039420.1	7	19	48	26	25	21	0	0
gene:Solyc07g039410.3	35	15	52	24	31	33	2	0
gene:Solyc07g039400.3	0	0	0	0	0	0	0	0
gene:Solyc07g039390.1	0	0	0	0	2	0	0	0
gene:Solyc07g039380.3	964	952	904	1002	788	844	134	196
gene:Solyc07g039347.1	27	48	64	35	46	31	62	76
gene:Solyc07g039343.1	78	83	71	89	89	60	135	57
gene:Solyc07g039340.4	2996	3182	3332	3125	2725	2381	4727	4629
gene:Solyc07g039330.4	3455	4141	3597	3375	3758	3302	5536	6001
gene:Solyc07g039320.2	1351	1405	1439	1417	1463	1383	1454	2372
gene:Solyc07g039310.1	644	833	598	1004	745	616	98	4
gene:Solyc07g039260.2	0	0	0	0	0	0	0	0
gene:Solyc07g039250.1	0	0	0	0	0	0	0	0
gene:Solyc07g039220.1	0	0	0	0	0	0	0	0
gene:Solyc07g039210.4	1496	1611	1771	1571	1567	1340	2628	3339
gene:Solyc07g039200.4	4976	5492	3953	3026	3479	3855	5236	6334
gene:Solyc07g039190.4	1115	1259	1685	1389	1232	1369	697	1205
gene:Solyc07g038190.3	232	335	257	230	239	234	104	172
gene:Solyc07g038170.1	0	0	0	0	0	0	0	0
gene:Solyc07g038160.4	412	317	519	220	232	264	0	0
gene:Solyc07g038130.3	4	6	10	1	5	2	254	45
gene:Solyc07g038120.1	206	169	310	129	159	133	5106	597
gene:Solyc07g038110.3	35	24	84	27	19	20	1489	112
gene:Solyc07g038100.3	678	759	659	760	697	723	707	1467
gene:Solyc07g037960.1	1393	1506	1576	1427	1137	1169	2133	2556
gene:Solyc07g037950.1	248	257	256	260	171	199	303	355
gene:Solyc07g037930.1	3	0	0	0	0	5	20	6
gene:Solyc07g037920.3	0	0	0	0	0	0	0	0
gene:Solyc07g037910.3	0	0	0	0	0	0	0	0
gene:Solyc07g150129.1	0	0	0	0	0	0	0	0
gene:Solyc07g032789.1	0	0	0	0	0	0	0	0
gene:Solyc07g032788.1	0	0	0	0	0	0	0	0
gene:Solyc07g150128.1	0	0	0	0	0	0	0	0
gene:Solyc07g032786.1	1864	1866	2361	1650	1441	1463	637	749
gene:Solyc07g150127.1	0	0	0	0	0	0	0	0
gene:Solyc07g032784.1	0	0	0	0	0	0	0	0
gene:Solyc07g150126.1	0	0	0	0	0	0	0	0
gene:Solyc07g032782.1	0	0	0	0	0	0	0	0
gene:Solyc07g032781.1	0	0	0	0	0	0	0	0
gene:Solyc07g032780.1	0	0	0	0	0	0	0	0
gene:Solyc07g032770.1	0	0	0	0	0	0	0	0
gene:Solyc07g032740.4	3040	3204	2957	2547	2639	2233	6672	5436
gene:Solyc07g032730.4	0	0	0	0	2	0	6	2
gene:Solyc07g032710.4	1025	1049	1055	991	764	813	387	1118
gene:Solyc07g032687.1	0	0	0	0	0	0	0	0
gene:Solyc07g032683.1	0	4	0	0	0	1	14	6
gene:Solyc07g032680.1	4	1	6	0	2	2	43	3
gene:Solyc07g032670.3	0	0	4	0	8	6	0	2
gene:Solyc07g032627.1	0	0	0	0	0	0	0	0
gene:Solyc07g032623.1	0	0	0	0	0	0	0	0
gene:Solyc07g032620.3	0	0	0	0	0	0	0	0
gene:Solyc07g150125.1	0	0	0	0	0	0	0	0
gene:Solyc07g032610.1	0	0	0	0	0	0	0	0
gene:Solyc07g032600.1	0	0	0	0	0	0	0	0
gene:Solyc07g032595.1	0	0	0	0	0	0	0	0
gene:Solyc07g032590.1	0	0	0	0	0	2	0	0
gene:Solyc07g032570.1	0	0	0	0	0	0	0	0
gene:Solyc07g032530.1	0	0	0	2	0	0	0	0
gene:Solyc07g032510.3	1252	1643	1340	1225	910	715	1692	1766
gene:Solyc07g032490.3	100	72	96	54	22	30	0	0
gene:Solyc07g032480.3	1147	1289	1269	969	760	912	1926	1671
gene:Solyc07g032470.1	35	19	30	18	10	17	35	69
gene:Solyc07g032450.1	0	0	0	0	0	0	0	0
gene:Solyc07g032430.1	0	0	0	0	0	0	0	0
gene:Solyc07g032420.3	0	0	0	0	0	0	0	0
gene:Solyc07g032395.1	0	0	0	0	0	0	0	0
gene:Solyc07g032390.2	7	11	24	3	5	7	1	2
gene:Solyc07g032380.4	2506	2352	1617	1598	2512	2641	666	1099
gene:Solyc07g032370.1	0	0	0	0	0	0	0	0
gene:Solyc07g032310.1	0	0	0	0	0	0	0	0
gene:Solyc07g032300.1	0	0	0	0	0	0	0	0
gene:Solyc07g032290.3	0	0	0	0	0	0	0	0
gene:Solyc07g032260.3	2692	3048	2871	1741	1674	1649	2225	2856
gene:Solyc07g032250.4	1031	1186	1034	1184	1242	1308	1194	1688
gene:Solyc07g032240.3	1784	2078	1458	1179	1159	1264	1559	2161
gene:Solyc07g032230.3	6522	6366	5200	2199	7805	7106	2361	3643
gene:Solyc07g032220.3	1433	1595	1398	1328	1229	1258	1670	2028
gene:Solyc07g032180.3	1169	1249	1339	1587	1413	1407	2311	3272
gene:Solyc07g032170.3	1242	1303	1434	1902	1577	1777	1829	3427
gene:Solyc07g032155.1	1017	976	1187	1616	1384	1518	788	2877
gene:Solyc07g032150.3	194	163	146	154	146	118	211	147
gene:Solyc07g032140.3	0	0	0	0	0	0	4	6
gene:Solyc07g032130.1	0	0	0	0	0	0	0	0
gene:Solyc07g032110.3	1908	2148	1909	1627	1539	1601	2608	2874
gene:Solyc07g032105.1	0	0	0	0	0	0	0	0
gene:Solyc07g032100.3	6567	7291	7027	7525	6461	6738	4449	7560
gene:Solyc07g032090.4	1460	1716	1435	1718	1767	1560	3100	3068
gene:Solyc07g032080.3	0	20	35	79	46	33	154	167
gene:Solyc07g032070.3	28	8	16	15	31	29	43	38
gene:Solyc07g032050.1	0	0	0	0	0	0	0	0
gene:Solyc07g032027.1	0	0	0	0	0	0	0	0
gene:Solyc07g032023.1	0	0	0	0	0	0	0	0
gene:Solyc07g032020.3	0	0	0	0	0	0	0	0
gene:Solyc07g027020.4	2560	2586	3286	2359	1782	1757	1366	1030
gene:Solyc07g027010.1	0	0	0	0	0	0	0	0
gene:Solyc07g027000.1	0	0	0	0	0	0	0	0
gene:Solyc07g026990.1	0	0	0	0	0	0	0	0
gene:Solyc07g026960.3	4939	4944	5302	5392	4752	4880	9658	13312
gene:Solyc07g026930.3	4	9	2	2	14	4	0	6
gene:Solyc07g026920.1	0	0	0	0	0	0	0	0
gene:Solyc07g026915.1	0	0	0	0	0	0	0	0
gene:Solyc07g026910.3	0	0	0	0	0	0	0	0
gene:Solyc07g026900.1	0	0	0	0	0	0	0	0
gene:Solyc07g026897.1	0	0	0	0	0	0	0	0
gene:Solyc07g026893.1	0	0	0	0	0	0	0	0
gene:Solyc07g026890.1	0	0	0	0	0	0	0	0
gene:Solyc07g026880.3	0	0	0	0	0	0	0	0
gene:Solyc07g026877.1	0	2	0	0	4	2	0	2
gene:Solyc07g026873.1	0	10	8	6	2	4	12	14
gene:Solyc07g026870.1	0	0	0	0	0	0	0	0
gene:Solyc07g026865.1	0	0	0	0	0	0	0	0
gene:Solyc07g026860.4	0	0	0	0	0	0	0	0
gene:Solyc07g026810.3	2761	2951	3427	2796	2400	2463	3223	4373
gene:Solyc07g026800.1	0	0	0	0	0	0	0	0
gene:Solyc07g026780.1	0	0	0	0	0	0	0	0
gene:Solyc07g026770.3	4026	4537	3916	4082	3696	3521	6332	5690
gene:Solyc07g026740.1	54	48	60	61	52	26	40	100
gene:Solyc07g026730.1	49	55	70	42	31	68	76	122
gene:Solyc07g026720.3	54	40	70	71	29	39	84	77
gene:Solyc07g026710.3	10	9	4	10	2	0	0	2
gene:Solyc07g026705.1	0	2	2	0	0	0	0	0
gene:Solyc07g026700.1	0	0	0	0	0	0	0	0
gene:Solyc07g026690.1	0	0	0	0	0	0	0	0
gene:Solyc07g026680.2	145	123	204	216	80	59	0	0
gene:Solyc07g026670.4	2014	2521	2758	3158	2045	2025	1801	2587
gene:Solyc07g026650.3	0	0	0	10	8	2	0	28
gene:Solyc07g026640.3	324	269	288	228	192	186	160	222
gene:Solyc07g026630.1	25	24	31	31	23	20	30	38
gene:Solyc07g026620.4	3869	4085	5144	4319	3971	4007	6260	8693
gene:Solyc07g026605.1	0	0	0	0	0	0	0	0
gene:Solyc07g026600.1	0	0	0	0	0	0	0	0
gene:Solyc07g026570.1	0	0	0	0	0	0	0	0
gene:Solyc07g026560.3	0	0	0	0	0	0	0	0
gene:Solyc07g026540.1	0	0	0	0	0	0	0	0
gene:Solyc07g025530.1	154	183	300	167	173	185	62	167
gene:Solyc07g025520.3	625	710	758	770	794	668	545	802
gene:Solyc07g025510.4	601	650	755	815	814	761	1287	1215
gene:Solyc07g025500.3	38	40	33	44	45	39	4	31
gene:Solyc07g025457.1	92	145	101	195	206	178	73	199
gene:Solyc07g025453.1	46	52	46	72	53	54	29	63
gene:Solyc07g025450.2	0	0	0	0	0	0	0	0
gene:Solyc07g025430.1	0	0	0	0	0	0	0	0
gene:Solyc07g025420.1	0	0	0	0	0	0	0	0
gene:Solyc07g025410.1	0	0	0	0	0	0	0	0
gene:Solyc07g025400.4	451	393	452	538	394	342	937	648
gene:Solyc07g025390.4	1142	1453	1307	968	776	857	1014	1308
gene:Solyc07g025385.1	0	0	0	0	0	0	0	0
gene:Solyc07g025380.3	1602	2260	1376	2187	2741	2622	734	2288
gene:Solyc07g025370.3	845	976	1050	965	630	712	1378	990
gene:Solyc07g025290.1	0	0	0	0	0	0	0	0
gene:Solyc07g025280.1	0	0	0	0	0	0	0	0
gene:Solyc07g150124.1	0	0	0	0	0	0	0	0
gene:Solyc07g025250.3	279	286	305	298	274	281	455	815
gene:Solyc07g025230.2	897	1061	822	733	596	727	875	1011
gene:Solyc07g025220.1	0	0	0	0	0	0	0	0
gene:Solyc07g025210.2	1148	1161	1085	902	856	818	582	1319
gene:Solyc07g025200.1	1460	1529	1365	956	1093	1030	1118	1497
gene:Solyc07g025180.2	0	0	0	0	0	0	0	0
gene:Solyc07g025170.3	3692	4056	4522	3869	2729	2553	2123	3609
gene:Solyc07g025140.4	2	12	8	4	2	12	86	22
gene:Solyc07g025120.1	0	0	0	1	0	2	0	0
gene:Solyc07g025115.1	0	0	0	0	0	0	0	0
gene:Solyc07g025110.1	133	128	126	173	120	123	186	303
gene:Solyc07g025100.1	0	0	0	0	0	0	0	0
gene:Solyc07g025095.1	0	0	0	0	0	0	0	0
gene:Solyc07g025090.1	0	0	0	0	0	0	0	2
gene:Solyc07g024090.1	0	0	0	0	0	0	0	0
gene:Solyc07g024080.3	0	0	0	0	0	0	0	0
gene:Solyc07g024070.3	1075	1463	1067	1560	1511	1526	557	2007
gene:Solyc07g024045.1	0	0	0	0	0	0	0	0
gene:Solyc07g024040.2	0	0	0	0	0	0	0	0
gene:Solyc07g024030.3	0	0	0	6	0	0	2	0
gene:Solyc07g024020.2	6	2	2	4	6	1	0	4
gene:Solyc07g024010.2	0	0	0	0	0	1	0	0
gene:Solyc07g024000.3	3200	3095	5152	978	2036	2918	2752	2351
gene:Solyc07g023990.3	70	66	229	105	107	306	37	30
gene:Solyc07g023980.1	0	0	0	0	0	0	0	0
gene:Solyc07g022920.3	551	777	662	839	697	772	615	813
gene:Solyc07g022915.1	0	0	0	0	0	0	0	0
gene:Solyc07g022910.3	1156	1035	1188	669	806	1049	502	683
gene:Solyc07g022900.4	2201	1887	2184	2590	2224	2188	152	214
gene:Solyc07g022890.1	0	0	0	0	0	0	0	0
gene:Solyc07g022880.3	0	0	0	0	0	0	0	0
gene:Solyc07g022860.4	1163	1349	1418	1473	1277	1340	1506	1880
gene:Solyc07g022850.1	0	0	0	0	0	0	0	0
gene:Solyc07g022840.1	0	0	0	0	0	0	0	0
gene:Solyc07g022830.3	426	406	520	370	227	291	173	293
gene:Solyc07g022815.1	0	0	0	0	0	0	0	0
gene:Solyc07g022810.1	0	0	0	0	0	0	0	0
gene:Solyc07g022805.1	0	0	0	0	0	0	0	0
gene:Solyc07g022800.1	0	0	0	0	0	0	0	0
gene:Solyc07g022790.4	1476	1831	1687	1767	1452	1404	3162	2336
gene:Solyc07g022780.2	651	886	796	838	619	680	834	1273
gene:Solyc07g022770.1	542	583	660	777	524	551	532	1090
gene:Solyc07g022760.4	4721	5138	5193	5258	4279	4683	4314	7254
gene:Solyc07g021750.1	775	646	727	549	600	466	1344	1717
gene:Solyc07g021740.2	0	0	0	0	0	0	0	0
gene:Solyc07g021730.3	0	0	0	0	0	0	0	0
gene:Solyc07g021710.3	158	136	84	72	60	52	16	26
gene:Solyc07g021700.3	2782	2511	2771	900	803	909	1774	1118
gene:Solyc07g021670.2	0	0	0	0	0	0	0	0
gene:Solyc07g021660.2	0	0	0	0	0	0	0	0
gene:Solyc07g021650.3	142	201	173	154	104	131	418	336
gene:Solyc07g021640.2	0	0	0	0	0	0	0	0
gene:Solyc07g021630.3	57	33	54	47	24	44	15	10
gene:Solyc07g021620.1	338	454	487	606	469	440	420	589
gene:Solyc07g021610.1	330	402	396	463	479	422	677	760
gene:Solyc07g021590.1	0	0	0	0	0	0	0	0
gene:Solyc07g021570.1	0	0	0	0	0	0	0	0
gene:Solyc07g021550.3	959	937	1245	1140	924	732	1081	1767
gene:Solyc07g021540.3	789	874	1268	1129	876	1057	1854	1677
gene:Solyc07g021515.1	0	0	0	0	0	0	0	0
gene:Solyc07g021510.3	0	0	0	0	0	0	0	22
gene:Solyc07g021505.1	0	0	0	0	0	0	0	3
gene:Solyc07g021500.1	0	0	0	0	0	0	0	0
gene:Solyc07g021490.3	0	0	0	0	0	0	0	1
gene:Solyc07g150123.1	0	0	0	0	0	0	0	0
gene:Solyc07g021465.1	0	0	0	0	0	0	0	0
gene:Solyc07g150122.1	0	0	0	0	0	0	0	0
gene:Solyc07g021460.3	0	0	0	0	0	0	0	0
gene:Solyc07g021450.3	0	0	0	0	0	0	0	2
gene:Solyc07g021440.1	0	0	0	0	0	0	0	0
gene:Solyc07g150121.1	0	0	0	0	0	0	0	0
